Observer,Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,Sampling_date,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp_old,Species,SppCode,Body_Length,Head_Width,density_per_m2,Body_Width,Height,Length of 1st Antennae,Adult?,has citellum?,b,a,log10(a),unit,equation,dry_mass_mg,Yryly_Temp
Laura,Auba_12_7_2007_ED,Auba_2007_7_12,Aubach,Auba,1,Grob,39423,12,7,2007,193,late,2,NA,Ephemera danica,ED,9.92,1.02,26.4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),1.93124414,11.33333333
Laura,Auba_12_7_2007_ED,Auba_2007_7_12,Aubach,Auba,1,Grob,39423,12,7,2007,193,late,2,NA,Ephemera danica,ED,8.51,0.99,26.4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),1.264166336,11.33333333
Laura,Auba_12_7_2007_ED,Auba_2007_7_12,Aubach,Auba,1,Grob,39423,12,7,2007,193,late,2,NA,Ephemera danica,ED,8.4,0.68,26.4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),1.219514206,11.33333333
Laura,Auba_15_6_2006_ED,Auba_2006_6_15,Aubach,Auba,1,Grob,15/06/2006,15,6,2006,166,late,2,NA,Ephemera danica,ED,23.4,2.04,11.52,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),20.70101056,8.991666667
Laura,Auba_15_6_2006_ED,Auba_2006_6_15,Aubach,Auba,1,Grob,15/06/2006,15,6,2006,166,late,2,NA,Ephemera danica,ED,16.88,2,11.52,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),8.393369599,8.991666667
Laura,Auba_15_6_2006_ED,Auba_2006_6_15,Aubach,Auba,1,Grob,15/06/2006,15,6,2006,166,late,2,NA,Ephemera danica,ED,23.81,1.76,11.52,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),21.71910305,8.991666667
Laura,Auba_10_4_2006_ED,Auba_2006_4_10,Aubach,Auba,1,Grob,38994,10,4,2006,100,early,1,NA,Ephemera danica,ED,24.64,2.18,15.36,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),23.87667354,8.958333333
Laura,Auba_10_4_2006_ED,Auba_2006_4_10,Aubach,Auba,1,Grob,38994,10,4,2006,100,early,1,NA,Ephemera danica,ED,20.55,1.85,15.36,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),14.45742023,8.958333333
Laura,Auba_10_4_2006_ED,Auba_2006_4_10,Aubach,Auba,1,Grob,38994,10,4,2006,100,early,1,NA,Ephemera danica,ED,16.55,1.76,15.36,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),7.947610664,8.958333333
Laura,Auba_10_4_2006_ED,Auba_2006_4_10,Aubach,Auba,1,Grob,38994,10,4,2006,100,early,1,NA,Ephemera danica,ED,14.52,1.1,15.36,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),5.535471826,8.958333333
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,27.37,2.57,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),31.92320281,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,20.7,2.56,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),14.75098264,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,29.1,2.55,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),37.81630906,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,19.62,2.05,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),12.72034708,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,20.82,2.04,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),14.9885507,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,18.67,1.9,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),11.08975143,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,17.62,1.89,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),9.450161617,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,18.69,1.86,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),11.12261811,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,17.1,1.85,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),8.699217036,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,17.87,1.82,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),9.825421273,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,13.18,1.78,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),4.235699201,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,15.2,1.69,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),6.281951717,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,14.97,1.6,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),6.022710295,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,14.68,1.51,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),5.70571053,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,11.61,1.49,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),2.983150557,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,12.14,1.39,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),3.374888019,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,11.81,1.34,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),3.12735825,9.1
Laura,Auba_24_3_2005_ED,Auba_2005_3_24,Aubach,Auba,1,Grob,24/03/2005,24,3,2005,83,early,1,NA,Ephemera danica,ED,9.03,1.06,102.8571,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),1.489360594,9.1
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Grob,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,19.82,2.19,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),13.08197775,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Einzelexemplare,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,21.79,2.08,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),16.99894237,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Grob,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,20.86,2,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),15.06827902,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Grob,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,17.04,1.97,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),8.615110754,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Einzelexemplare,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,12.51,1.43,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),3.666892017,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Grob,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,10.63,1.19,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),2.337851171,9.641666667
Laura,Auba_10_7_2004_ED,Auba_2004_7_10,Aubach,Auba,1,Grob,38267,10,7,2004,192,late,2,NA,Ephemera danica,ED,8.02,0.89,49.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),1.07304237,9.641666667
Laura,Auba_15_7_2003_ED,Auba_2003_7_15,Aubach,Auba,1,Restanteil_Grob,15/07/2003,15,7,2003,196,late,2,NA,Ephemera danica,ED,24.7,2.1,5.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),24.03772132,10.05
Laura,Auba_15_7_2003_ED,Auba_2003_7_15,Aubach,Auba,1,Einzelexemplare,15/07/2003,15,7,2003,196,late,2,NA,Ephemera danica,ED,16.23,1.79,5.6,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),7.53007507,10.05
Laura,Auba_17_3_2003_ED,Auba_2003_3_17,Aubach,Auba,1,Einzelexemplare,17/03/2003,17,3,2003,76,early,1,NA,Ephemera danica,ED,11.13,1.92,3.2,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),2.65455392,9.483333333
Laura,Auba_21_6_2001_ED,Auba_2001_6_21,Aubach,Auba,1,A2,21/06/2001,21,6,2001,172,late,2,NA,Ephemera danica,ED,28.34,2.76,2.4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),35.14892857,9.525
Laura,Auba_23_4_2001_ED,Auba_2001_4_23,Aubach,Auba,1,A1,23/04/2001,23,4,2001,113,early,1,NA,Ephemera danica,ED,19.08,1.81,4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),11.77599283,9.75
Laura,Auba_23_4_2001_ED,Auba_2001_4_23,Aubach,Auba,1,A1,23/04/2001,23,4,2001,113,early,1,NA,Ephemera danica,ED,15.68,1.49,4,NA,NA,NA,NA,NA,2.764,0.0034,NA,mg,DM = a(L^b),6.845661527,9.75
David,W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1/4/2019,1,4,2019,91,early,1,12.34428617,Baetis rhodani,BR,10.24,1.22,7.858824,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),4.254889099,12.38333333
David,W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1/4/2019,1,4,2019,91,early,1,12.34428617,Baetis rhodani,BR,7.45,1.27,7.858824,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.705003025,12.38333333
David,W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1/4/2019,1,4,2019,91,early,1,12.34428617,Baetis rhodani,BR,8.37,1.15,7.858824,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.382931517,12.38333333
David,W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1/4/2019,1,4,2019,91,early,1,12.34428617,Baetis rhodani,BR,8.15,1.32,7.858824,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.20726255,12.38333333
David,W1_5_6_2018_BR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5/6/2018,5,6,2018,156,late,2,11.8018492,Baetis rhodani,BR,3.57,0.64,9.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.205682334,11.35833333
David,W1_5_6_2018_BR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5/6/2018,5,6,2018,156,late,2,11.8018492,Baetis rhodani,BR,6.64,0.98,9.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.224641853,11.35833333
David,W1_9_3_2018_BR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9/3/2018,9,3,2018,68,early,1,11.73744917,Baetis rhodani,BR,9.87,1.25,1.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.827698161,10.825
David,W1_9_3_2018_BR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9/3/2018,9,3,2018,68,early,1,11.73744917,Baetis rhodani,BR,9.68,1.31,1.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.619657861,10.825
David,W1_9_3_2018_BR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9/3/2018,9,3,2018,68,early,1,11.73744917,Baetis rhodani,BR,5.9,1.04,1.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.871917518,10.825
David,W1_7_6_2017_BR,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7/6/2017,7,6,2017,158,late,2,11.34774636,Baetis rhodani,BR,4.54,0.73,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.410498379,11.25
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,4.86,0.82,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.499292616,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,10.1,1.18,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),4.089778799,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,5.82,0.9,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.838357879,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,8.22,1.21,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.262207016,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,4.44,0.74,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.385036507,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,9.49,1.32,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.419134856,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,10.19,1.3,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),4.195431635,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,7.56,1.03,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.778386004,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,5.77,0.9,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.817817374,11.04166667
David,W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28/03/2017,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,5.92,0.97,24,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.88044205,11.04166667
David,W1_25_4_2016_BR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25/04/2016,25,4,2016,116,early,1,12.20102467,Baetis rhodani,BR,10.86,1.27,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),5.03833009,11.50833333
David,W1_25_4_2016_BR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25/04/2016,25,4,2016,116,early,1,12.20102467,Baetis rhodani,BR,10.4,1.37,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),4.448839316,11.50833333
David,W1_25_4_2016_BR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25/04/2016,25,4,2016,116,early,1,12.20102467,Baetis rhodani,BR,10.52,1.32,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),4.598022812,11.50833333
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,9.74,1.43,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.684536564,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,9.63,1.45,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.566165097,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,8.19,1.25,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.238551484,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,7.75,1.17,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.909933579,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplar,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,8.09,1.18,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.160866165,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplar,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,7.29,1.15,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.601834022,11.16666667
David,W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplar,17/03/2015,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,6.88,1.14,5.6,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.356258989,11.16666667
David,W1_10_6_2014_BR,W1_2014_6_10,KiW1/W1/Bulau,W1,4,grob,10/6/2014,10,6,2014,161,late,2,12.42919707,Baetis rhodani,BR,9.4,1.3,0.8,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.326736849,11.70833333
David,W1_9_4_2013_BR,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9/4/2013,9,4,2013,99,early,1,11.02415473,Baetis rhodani,BR,8.3,1.18,0.8,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.326083953,10.11666667
David,W1_21_3_2012_BR,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21/03/2012,21,3,2012,81,early,1,11.60336355,Baetis rhodani,BR,8.83,1.21,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.779155789,11.09166667
David,W1_21_3_2012_BR,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21/03/2012,21,3,2012,81,early,1,11.60336355,Baetis rhodani,BR,9.67,1.35,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.608917736,11.09166667
David,W1_21_3_2012_BR,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21/03/2012,21,3,2012,81,early,1,11.60336355,Baetis rhodani,BR,8.33,1.16,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.350337602,11.09166667
David,W1_20_4_2011_BR,W1_2011_4_20,KiW1/W1/Bulau,W1,4,grob,20/04/2011,20,4,2011,110,early,1,NA,Baetis rhodani,BR,8.48,1.38,0.96,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.474081175,10.20833333
David,W1_26_4_2010_BR,W1_2010_4_26,KiW1/W1/Bulau,W1,4,grob,26/04/2010,26,4,2010,116,early,1,NA,Baetis rhodani,BR,8.51,1.22,4.547368,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.499328577,10.425
David,W1_26_4_2010_BR,W1_2010_4_26,KiW1/W1/Bulau,W1,4,grob,26/04/2010,26,4,2010,116,early,1,NA,Baetis rhodani,BR,8.84,1.38,4.547368,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.78821418,10.425
David,W1_26_4_2010_BR,W1_2010_4_26,KiW1/W1/Bulau,W1,4,grob,26/04/2010,26,4,2010,116,early,1,NA,Baetis rhodani,BR,5.79,0.92,4.547368,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.82599371,10.425
David,W1_7_5_2009_BR,W1_2009_5_7,KiW1/W1/Bulau,W1,4,grob,7/5/2009,7,5,2009,127,early,1,NA,Baetis rhodani,BR,9.66,1.31,3.2,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.598198416,10.4
David,W1_11_6_2008_BR,W1_2008_6_11,KiW1/W1/Bulau,W1,4,grob,11/6/2008,11,6,2008,163,late,2,NA,Baetis rhodani,BR,4.15,0.79,2.742857,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.317076567,10.55833333
David,W1_12_4_2007_BR,W1_2007_4_12,KiW1/W1/Bulau,W1,4,grob,12/4/2007,12,4,2007,102,early,1,NA,Baetis rhodani,BR,6.38,0.98,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.091780469,12.66666667
David,W1_12_4_2007_BR,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Einzelexemplar,12/4/2007,12,4,2007,102,early,1,NA,Baetis rhodani,BR,6.93,1.12,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.384790001,12.66666667
David,W1_22_3_2005_BR,W1_2005_3_22,KiW1/W1/Bulau,W1,4,grob,22/03/2005,22,3,2005,81,early,1,NA,Baetis rhodani,BR,8.3,1.32,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.326083953,10.25
David,W1_22_3_2005_BR,W1_2005_3_22,KiW1/W1/Bulau,W1,4,grob,22/03/2005,22,3,2005,81,early,1,NA,Baetis rhodani,BR,7.85,1.14,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.981646264,10.25
David,W1_22_3_2005_BR,W1_2005_3_22,KiW1/W1/Bulau,W1,4,grob,22/03/2005,22,3,2005,81,early,1,NA,Baetis rhodani,BR,8.52,1.37,2.4,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.50778156,10.25
David,O3_16_6_2019_BR,O3_2019_6_16,KiO3/O3/Rothenbergen,O3,3,grob,16/06/2019,16,6,2019,167,late,2,NA,Baetis rhodani,BR,4.42,0.79,NA,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.38007114,11.95
David,O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,9.65,1.27,11.87692,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),3.587499882,12.25
David,O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,7.73,0.88,11.87692,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),1.895797362,12.25
David,O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,5.6,0.97,11.87692,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.750440816,12.25
David,O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,5.09,0.72,11.87692,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.570281777,12.25
David,O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,5.32,0.84,11.87692,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.647547771,12.25
David,O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Baetis rhodani,BR,4.31,0.72,57.90476,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.353507003,11.24166667
David,O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Baetis rhodani,BR,5.72,1.08,57.90476,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),0.79760791,11.24166667
David,O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Baetis rhodani,BR,8.03,1.01,57.90476,NA,NA,NA,NA,NA,2.875,0.0053,NA,mg,DM = a(L^b),2.115110505,11.24166667
