sample,site,yr,mo,day,DOY,taxa,ID_Art,Abundance_per_m2,spp_mm,Yryly_Temp
Bieb_2008_4_24,Bieb,2008,4,24,115,Orectochilus villosus,18613,3.428571,0.9375,NA
Bieb_2010_3_16,Bieb,2010,3,16,75,Orectochilus villosus,18613,0.761905,0.9375,NA
Bieb_2011_3_24,Bieb,2011,3,24,83,Orectochilus villosus,18613,3.2,0.9375,NA
Bieb_2012_3_19,Bieb,2012,3,19,79,Orectochilus villosus,18613,5.882353,0.9375,10.10923887
Bieb_2013_3_19,Bieb,2013,3,19,78,Orectochilus villosus,18613,7.2,0.9375,NA
Bieb_2014_3_11,Bieb,2014,3,11,70,Orectochilus villosus,18613,3.8,0.9375,NA
Bieb_2015_3_25,Bieb,2015,3,25,84,Orectochilus villosus,18613,8.457143,0.9375,NA
Bieb_2016_4_11,Bieb,2016,4,11,102,Orectochilus villosus,18613,13.71429,0.9375,10.6375945
Bieb_2016_6_21,Bieb,2016,6,21,173,Orectochilus villosus,18613,1.5,0.9375,10.48123791
Bieb_2017_3_16,Bieb,2017,3,16,75,Orectochilus villosus,18613,4.8,0.9375,9.507832251
Bieb_2017_6_12,Bieb,2017,6,12,163,Orectochilus villosus,18613,0.8,0.9375,9.597170391
Bieb_2018_3_7,Bieb,2018,3,7,66,Orectochilus villosus,18613,4.8,0.9375,10.46529746
Bieb_2019_4_2,Bieb,2019,4,2,92,Orectochilus villosus,18613,0.8,0.9375,10.57369595
O3_2005_3_22,KiO3,2005,3,22,81,Orectochilus villosus,18613,4,0.9375,NA
O3_2008_4_28,KiO3,2008,4,28,119,Orectochilus villosus,18613,1.443609,0.9375,NA
O3_2009_4_9,KiO3,2009,4,9,99,Orectochilus villosus,18613,0.761905,0.9375,NA
O3_2011_4_20,KiO3,2011,4,20,110,Orectochilus villosus,18613,1.6,0.9375,NA
O3_2012_3_21,KiO3,2012,3,21,81,Orectochilus villosus,18613,8.228571,0.9375,NA
O3_2013_4_25,KiO3,2013,4,25,115,Orectochilus villosus,18613,1.6,0.9375,10.88388592
O3_2014_3_10,KiO3,2014,3,10,69,Orectochilus villosus,18613,2.285714,0.9375,11.02946866
O3_2016_4_25,KiO3,2016,4,25,116,Orectochilus villosus,18613,3.428571,0.9375,12.20986753
O3_2017_3_28,KiO3,2017,3,28,87,Orectochilus villosus,18613,2.285714,0.9375,10.64070401
O3_2018_3_9,KiO3,2018,3,9,68,Orectochilus villosus,18613,10.28571,0.9375,11.63718211
O3_2019_4_1,KiO3,2019,4,1,91,Orectochilus villosus,18613,3.692308,0.9375,12.06920692
W1_2005_3_22,KiW1,2005,3,22,81,Orectochilus villosus,18613,1.6,0.9375,NA
W1_2018_6_5,KiW1,2018,6,5,156,Orectochilus villosus,18613,0.8,0.9375,11.8018492
W1_2019_4_1,KiW1,2019,4,1,91,Orectochilus villosus,18613,9.882353,0.9375,12.34428617
Auba_2001_4_23,Auba,2001,4,23,113,Prodiamesa olivacea,6583,1.6,NA,NA
Auba_2001_9_4,Auba,2001,9,4,247,Prodiamesa olivacea,6583,43.2,NA,NA
Auba_2002_6_14,Auba,2002,6,14,165,Prodiamesa olivacea,6583,134.4,NA,NA
Auba_2003_7_15,Auba,2003,7,15,196,Prodiamesa olivacea,6583,4.8,NA,NA
Auba_2004_4_6,Auba,2004,4,6,97,Prodiamesa olivacea,6583,24,NA,NA
Auba_2004_7_10,Auba,2004,7,10,192,Prodiamesa olivacea,6583,28.8,NA,NA
Auba_2005_3_24,Auba,2005,3,24,83,Prodiamesa olivacea,6583,45.25714286,NA,NA
Auba_2005_6_6,Auba,2005,6,6,157,Prodiamesa olivacea,6583,2.742857143,NA,NA
Auba_2006_4_10,Auba,2006,4,10,100,Prodiamesa olivacea,6583,24.96,NA,NA
Auba_2007_3_11,Auba,2007,3,11,70,Prodiamesa olivacea,6583,2.88,NA,NA
Auba_2007_7_12,Auba,2007,7,12,193,Prodiamesa olivacea,6583,4.8,NA,NA
Auba_2008_6_23,Auba,2008,6,23,175,Prodiamesa olivacea,6583,58.4,NA,NA
Auba_2009_4_8,Auba,2009,4,8,98,Prodiamesa olivacea,6583,5.6,NA,NA
Auba_2009_6_23,Auba,2009,6,23,174,Prodiamesa olivacea,6583,3.2,NA,NA
Auba_2010_6_29,Auba,2010,6,29,180,Prodiamesa olivacea,6583,10.66666667,NA,NA
Auba_2011_3_24,Auba,2011,3,24,83,Prodiamesa olivacea,6583,7.68,NA,NA
Auba_2011_7_25,Auba,2011,7,25,206,Prodiamesa olivacea,6583,14.93333333,NA,NA
Auba_2012_3_19,Auba,2012,3,19,79,Prodiamesa olivacea,6583,7.578947368,NA,NA
Auba_2012_6_21,Auba,2012,6,21,173,Prodiamesa olivacea,6583,0.8,NA,NA
Auba_2013_3_20,Auba,2013,3,20,79,Prodiamesa olivacea,6583,1,NA,9.511455665
Auba_2013_6_17,Auba,2013,6,17,168,Prodiamesa olivacea,6583,1.2,NA,9.168300937
Auba_2014_3_11,Auba,2014,3,11,70,Prodiamesa olivacea,6583,18,NA,9.50444614
Auba_2014_6_17,Auba,2014,6,17,168,Prodiamesa olivacea,6583,150,NA,9.290964368
Auba_2015_6_16,Auba,2015,6,16,167,Prodiamesa olivacea,6583,168,NA,9.98543913
Auba_2017_3_16,Auba,2017,3,16,75,Prodiamesa olivacea,6583,6.545454545,NA,8.800749868
Auba_2019_7_5,Auba,2019,7,5,186,Prodiamesa olivacea,6583,43.2,NA,10.17502652
Bieb_2003_7_14,Bieb,2003,7,14,195,Prodiamesa olivacea,6583,24.8,NA,NA
Bieb_2004_4_5,Bieb,2004,4,5,96,Prodiamesa olivacea,6583,72,NA,NA
Bieb_2004_7_9,Bieb,2004,7,9,191,Prodiamesa olivacea,6583,374.4,NA,NA
Bieb_2006_7_13,Bieb,2006,7,13,194,Prodiamesa olivacea,6583,63.6,NA,NA
Bieb_2007_3_22,Bieb,2007,3,22,81,Prodiamesa olivacea,6583,4.8,NA,NA
Bieb_2007_7_12,Bieb,2007,7,12,193,Prodiamesa olivacea,6583,8.8,NA,NA
Bieb_2008_4_24,Bieb,2008,4,24,115,Prodiamesa olivacea,6583,36,NA,NA
Bieb_2008_6_23,Bieb,2008,6,23,175,Prodiamesa olivacea,6583,297.6,NA,NA
Bieb_2009_4_8,Bieb,2009,4,8,98,Prodiamesa olivacea,6583,21.15714286,NA,NA
Bieb_2009_6_23,Bieb,2009,6,23,174,Prodiamesa olivacea,6583,159.7090909,NA,NA
Bieb_2010_3_16,Bieb,2010,3,16,75,Prodiamesa olivacea,6583,18.7826087,NA,NA
Bieb_2010_6_29,Bieb,2010,6,29,180,Prodiamesa olivacea,6583,233.6,NA,NA
Bieb_2011_3_24,Bieb,2011,3,24,83,Prodiamesa olivacea,6583,1.6,NA,NA
Bieb_2011_7_25,Bieb,2011,7,25,206,Prodiamesa olivacea,6583,23.71764706,NA,NA
Bieb_2012_6_21,Bieb,2012,6,21,173,Prodiamesa olivacea,6583,2.618181818,NA,9.939641775
Bieb_2013_6_17,Bieb,2013,6,17,168,Prodiamesa olivacea,6583,1.090909091,NA,NA
Bieb_2014_3_11,Bieb,2014,3,11,70,Prodiamesa olivacea,6583,246,NA,NA
Bieb_2014_6_17,Bieb,2014,6,17,168,Prodiamesa olivacea,6583,153,NA,NA
Bieb_2015_3_25,Bieb,2015,3,25,84,Prodiamesa olivacea,6583,6.857142857,NA,NA
Bieb_2015_6_16,Bieb,2015,6,16,167,Prodiamesa olivacea,6583,16,NA,10.40237364
Bieb_2016_4_11,Bieb,2016,4,11,102,Prodiamesa olivacea,6583,10.28571429,NA,10.6375945
Bieb_2017_3_16,Bieb,2017,3,16,75,Prodiamesa olivacea,6583,9.6,NA,9.507832251
Bieb_2019_7_5,Bieb,2019,7,5,186,Prodiamesa olivacea,6583,190.08,NA,10.3264125
O3_2002_7_2,KiO3,2002,7,2,183,Prodiamesa olivacea,6583,19.2,NA,NA
O3_2005_3_22,KiO3,2005,3,22,81,Prodiamesa olivacea,6583,6.4,NA,NA
O3_2006_6_21,KiO3,2006,6,21,172,Prodiamesa olivacea,6583,19.2,NA,NA
O3_2007_7_20,KiO3,2007,7,20,201,Prodiamesa olivacea,6583,22.95384615,NA,NA
O3_2008_4_28,KiO3,2008,4,28,119,Prodiamesa olivacea,6583,1.515789474,NA,NA
O3_2008_6_11,KiO3,2008,6,11,163,Prodiamesa olivacea,6583,38.4,NA,NA
O3_2009_4_9,KiO3,2009,4,9,99,Prodiamesa olivacea,6583,8.8,NA,NA
O3_2009_6_23,KiO3,2009,6,23,174,Prodiamesa olivacea,6583,4.8,NA,NA
O3_2010_6_28,KiO3,2010,6,28,179,Prodiamesa olivacea,6583,9,NA,NA
O3_2011_7_21,KiO3,2011,7,21,202,Prodiamesa olivacea,6583,8,NA,NA
O3_2012_3_21,KiO3,2012,3,21,81,Prodiamesa olivacea,6583,135.7714286,NA,NA
O3_2012_7_12,KiO3,2012,7,12,194,Prodiamesa olivacea,6583,27.54285714,NA,NA
O3_2013_7_1,KiO3,2013,7,1,182,Prodiamesa olivacea,6583,11.2,NA,10.45683623
O3_2014_3_10,KiO3,2014,3,10,69,Prodiamesa olivacea,6583,3.2,NA,11.02946866
O3_2014_6_12,KiO3,2014,6,12,163,Prodiamesa olivacea,6583,4.8,NA,10.81162656
O3_2015_3_17,KiO3,2015,3,17,76,Prodiamesa olivacea,6583,0.8,NA,10.40082664
O3_2015_7_1,KiO3,2015,7,1,182,Prodiamesa olivacea,6583,39.2,NA,11.43368182
O3_2017_3_28,KiO3,2017,3,28,87,Prodiamesa olivacea,6583,6.857142857,NA,10.64070401
O3_2017_6_2,KiO3,2017,6,2,153,Prodiamesa olivacea,6583,0.8,NA,10.87553422
O3_2019_6_18,KiO3,2019,6,18,169,Prodiamesa olivacea,6583,24.8,NA,NA
W1_2005_3_22,KiW1,2005,3,22,81,Prodiamesa olivacea,6583,4,NA,NA
W1_2007_4_12,KiW1,2007,4,12,102,Prodiamesa olivacea,6583,1.6,NA,NA
W1_2007_7_22,KiW1,2007,7,22,203,Prodiamesa olivacea,6583,3.6,NA,NA
W1_2010_4_26,KiW1,2010,4,26,116,Prodiamesa olivacea,6583,22.73684211,NA,NA
W1_2012_3_21,KiW1,2012,3,21,81,Prodiamesa olivacea,6583,13.6,NA,11.60336355
W1_2012_6_28,KiW1,2012,6,28,180,Prodiamesa olivacea,6583,11.2,NA,11.39026067
W1_2013_4_9,KiW1,2013,4,9,99,Prodiamesa olivacea,6583,4.8,NA,11.02415473
W1_2013_6_27,KiW1,2013,6,27,178,Prodiamesa olivacea,6583,4.5,NA,10.70776835
W1_2014_3_10,KiW1,2014,3,10,69,Prodiamesa olivacea,6583,37.44,NA,11.30350443
W1_2014_6_10,KiW1,2014,6,10,161,Prodiamesa olivacea,6583,3.692307692,NA,12.42919707
W1_2016_4_25,KiW1,2016,4,25,116,Prodiamesa olivacea,6583,0.8,NA,12.20102467
W1_2016_7_12,KiW1,2016,7,12,194,Prodiamesa olivacea,6583,3.2,NA,11.94031883
W1_2018_3_9,KiW1,2018,3,9,68,Prodiamesa olivacea,6583,39.2,NA,11.73744917
W1_2019_6_28,KiW1,2019,6,28,179,Prodiamesa olivacea,6583,67.2,NA,NA
