Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp,Species,SppCode,density_per_m2
W1_28_6_2012_GR,W1_2012_6_28,KiW1/W1/Bulau,W1,4,grob,28,6,2012,180,late,2,11.39026067,Gammarus roeselii,GR,9.6
W1_21_3_2012_PO,W1_2012_3_21,KiW1/W1/Bulau,W1,4,Grob,21,3,2012,81,early,1,11.60336355,Prodiamesa olivacea,PO,13.6
W1_28_6_2012_PO,W1_2012_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2012,180,late,2,11.39026067,Prodiamesa olivacea,PO,11.2
Auba_20_3_2013_BR,Auba_2013_3_20,Aubach oh.Wiesthal,Auba,1,grob,20,3,2013,79,early,1,9.511455665,Baetis rhodani,BR,11.8
Auba_17_6_2013_ED,Auba_2013_6_17,Aubach,Auba,1,Einzelexemplare,17,6,2013,168,late,2,9.168300937,Ephemera danica,ED,52.4
Auba_17_6_2013_ED,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,9.168300937,Ephemera danica,ED,52.4
Auba_20_3_2013_ED,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,9.511455665,Ephemera danica,ED,40
Auba_17_6_2013_HS,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,9.168300937,Hydropsyche siltalai,HS,1.2
Auba_20_3_2013_HS,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,9.511455665,Hydropsyche siltalai,HS,5
Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20,3,2013,79,early,1,9.511455665,Orectochilus villosus,OV,4
Auba_17_6_2013_PO,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,9.168300937,Prodiamesa olivacea,PO,1.2
Auba_20_3_2013_PO,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,9.511455665,Prodiamesa olivacea,PO,1
Bieb_19_3_2013_BR,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,NA,Baetis rhodani,BR,56
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,NA,Eiseniella tetraedra,ET,3.2
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,TEST -REST 322,19,3,2013,78,early,1,NA,Eiseniella tetraedra,ET,3.2
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,TEST -REST 321,19,3,2013,78,early,1,NA,Eiseniella tetraedra,ET,3.2
Bieb_17_6_2013_ED,Bieb_2013_6_17,Bieber,Bieb,2,Grob,17,6,2013,168,late,2,NA,Ephemera danica,ED,2.181818
Bieb_19_3_2013_ED,Bieb_2013_3_19,Bieber,Bieb,2,Test/Rest/Grob,19,3,2013,78,early,1,NA,Ephemera danica,ED,NA
Bieb_19_3_2013_ED,Bieb_2013_3_19,Bieber,Bieb,2,Test/Grob,19,3,2013,78,early,1,NA,Ephemera danica,ED,NA
Bieb_17_6_2013_HS,Bieb_2013_6_17,Bieber,Bieb,2,Einzelexemplare,17,6,2013,168,late,2,NA,Hydropsyche siltalai,HS,2.981818
Bieb_19_3_2013_HS,Bieb_2013_3_19,Bieber,Bieb,2,Grob,19,3,2013,78,early,1,NA,Hydropsyche siltalai,HS,28.8
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,TEST,19,3,2013,78,early,1,NA,Orectochilus villosus,OV,7.2
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,TEST grob,19,3,2013,78,early,1,NA,Orectochilus villosus,OV,7.2
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,NA,Orectochilus villosus,OV,7.2
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,Einzelexemplar,19,3,2013,78,early,1,NA,Orectochilus villosus,OV,7.2
O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,10.88388592,Ancylus fluviatilis,AF,4.8
O3_1_7_2013_AA,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,Grob,1,7,2013,182,late,2,10.45683623,Aphelocheirus aestivalis,AA,4.8
O3_25_4_2013_AA,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,Grob,25,4,2013,115,early,1,10.88388592,Aphelocheirus aestivalis,AA,1.6
O3_1_7_2013_BR,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,10.45683623,Baetis rhodani,BR,7.2
O3_25_4_2013_BR,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,10.88388592,Baetis rhodani,BR,1.6
O3_1_7_2013_ET,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,10.45683623,Eiseniella tetraedra,ET,2.4
O3_25_4_2013_ET,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,25,4,2013,115,early,1,10.88388592,Eiseniella tetraedra,ET,0.8
O3_1_7_2013_ED,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,7,2013,182,late,2,10.45683623,Ephemera danica,ED,1.6
O3_1_7_2013_GR,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,10.45683623,Gammarus roeselii,GR,21.6
O3_25_4_2013_GR,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,10.88388592,Gammarus roeselii,GR,7.2
O3_25_4_2013_OV,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,10.88388592,Orectochilus villosus,OV,1.6
O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,11.2
W1_9_4_2013_AF,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,11.02415473,Ancylus fluviatilis,AF,3.2
W1_27_6_2013_AA,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,10.70776835,Aphelocheirus aestivalis,AA,18.8
W1_9_4_2013_AA,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,11.02415473,Aphelocheirus aestivalis,AA,8
W1_9_4_2013_BR,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,11.02415473,Baetis rhodani,BR,0.8
W1_27_6_2013_ET,W1_2013_6_27,KiW1/W1/Bulau,W1,4,grob,27,6,2013,178,late,2,10.70776835,Eiseniella tetraedra,ET,1.5
W1_27_6_2013_ED,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,10.70776835,Ephemera danica,ED,39.8
W1_27_6_2013_ED,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Einzelexemplare,27,6,2013,178,late,2,10.70776835,Ephemera danica,ED,39.8
W1_9_4_2013_ED,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,11.02415473,Ephemera danica,ED,22.4
W1_9_4_2013_ED,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Einzelexemplare,9,4,2013,99,early,1,11.02415473,Ephemera danica,ED,22.4
W1_27_6_2013_GR,W1_2013_6_27,KiW1/W1/Bulau,W1,4,grob,27,6,2013,178,late,2,10.70776835,Gammarus roeselii,GR,9
W1_9_4_2013_GR,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,11.02415473,Gammarus roeselii,GR,8
W1_9_4_2013_HS,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,11.02415473,Hydropsyche siltalai,HS,0.8
W1_27_6_2013_PO,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,10.70776835,Prodiamesa olivacea,PO,4.5
W1_9_4_2013_PO,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,11.02415473,Prodiamesa olivacea,PO,4.8
Auba_11_3_2014_AF,Auba_2014_3_11,Aubach oh Wiesenthal,Auba,1,grob,11,3,2014,70,early,1,9.50444614,Ancylus fluviatilis,AF,2
Auba_17_6_2014_AF,Auba_2014_6_17,Aubach oh Wiesenthal,Auba,1,grob,17,6,2014,168,late,2,9.290964368,Ancylus fluviatilis,AF,9
Auba_11_3_2014_BR,Auba_2014_3_11,Aubach oh.Wiesthal,Auba,1,grob,11,3,2014,70,early,1,9.50444614,Baetis rhodani,BR,6.8
Auba_17_6_2014_BR,Auba_2014_6_17,Aubach oh.Wiesthal,Auba,1,grob,17,6,2014,168,late,2,9.290964368,Baetis rhodani,BR,45.8
Auba_11_3_2014_ED,Auba_2014_3_11,Aubach,Auba,1,Einzelexemplare,11,3,2014,70,early,1,9.50444614,Ephemera danica,ED,24.8
Auba_11_3_2014_ED,Auba_2014_3_11,Aubach,Auba,1,Grob,11,3,2014,70,early,1,9.50444614,Ephemera danica,ED,24.8
Auba_17_6_2014_ED,Auba_2014_6_17,Aubach,Auba,1,Grob,17,6,2014,168,late,2,9.290964368,Ephemera danica,ED,22.6
Auba_17_6_2014_ED,Auba_2014_6_17,Aubach,Auba,1,Einzelexemplare,17,6,2014,168,late,2,9.290964368,Ephemera danica,ED,22.6
Auba_3_11_2014_HS,Auba_2014_3_11,Aubach,Auba,1,Einzelexemplare,11,3,2014,70,early,1,9.50444614,Hydropsyche siltalai,HS,14.8
Auba_3_11_2014_HS,Auba_2014_3_11,Aubach,Auba,1,main,11,3,2014,70,early,1,9.50444614,Hydropsyche siltalai,HS,14.8
Auba_17_6_2014_PO,Auba_2014_6_17,Aubach,Auba,1,Grob,17,6,2014,168,late,2,9.290964368,Prodiamesa olivacea,PO,150
Bieb_11_3_2014_BR,Bieb_2014_3_11,Bieber,Bieb,2,grob,11,3,2014,70,early,1,NA,Baetis rhodani,BR,21.8
Bieb_17_6_2014_ET,Bieb_2014_6_17,Bieber,Bieb,2,grob,17,6,2014,168,late,2,NA,Eiseniella tetraedra,ET,3
Bieb_11_3_2014_ED,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,NA,Ephemera danica,ED,26.4
Bieb_11_3_2014_ED,Bieb_2014_3_11,Bieber,Bieb,2,Einzelexemplare,11,3,2014,70,early,1,NA,Ephemera danica,ED,26.4
Bieb_17_6_2014_ED,Bieb_2014_6_17,Bieber,Bieb,2,Grob,17,6,2014,168,late,2,NA,Ephemera danica,ED,12
Bieb_11_3_2014_HS,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,NA,Hydropsyche siltalai,HS,6
Bieb_17_6_2014_HS,Bieb_2014_6_17,Bieber,Bieb,2,Einzelexemplare,17,6,2014,168,late,2,NA,Hydropsyche siltalai,HS,0.8
Bieb_11_3_2014_OV,Bieb_2014_3_11,Bieber,Bieb,2,grob,11,3,2014,70,early,1,NA,Orectochilus villosus,OV,3.8
Bieb_11_3_2014_OV,Bieb_2014_3_11,Bieber,Bieb,2,Einzelexemplar,11,3,2014,70,early,1,NA,Orectochilus villosus,OV,3.8
Bieb_11_3_2014_PO,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,NA,Prodiamesa olivacea,PO,246
O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,48.7619
O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,21TP,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,48.7619
O3_10_3_2014_AA,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,Grob,10,3,2014,69,early,1,11.02946866,Aphelocheirus aestivalis,AA,13.71429
O3_12_6_2014_AA,O3_2014_6_12,KiO3/O3/Rothenbergen,O3,3,Grob,12,6,2014,163,late,2,10.81162656,Aphelocheirus aestivalis,AA,20
O3_10_3_2014_BR,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,10,3,2014,69,early,1,11.02946866,Baetis rhodani,BR,20.57143
O3_12_6_2014_BR,O3_2014_6_12,KiO3/O3/Rothenbergen,O3,3,grob,12,6,2014,163,late,2,10.81162656,Baetis rhodani,BR,10.4
O3_10_3_2014_ET,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10,3,2014,69,early,1,11.02946866,Eiseniella tetraedra,ET,2.285714
O3_10_3_2014_ED,O3_2014_3_10,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,10,3,2014,69,early,1,11.02946866,Ephemera danica,ED,3.047619
O3_10_3_2014_GR,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10,3,2014,69,early,1,11.02946866,Gammarus roeselii,GR,49.52381
O3_12_6_2014_GR,O3_2014_6_12,KiO3/O3/Rothenbergen,O3,3,grob,12,6,2014,163,late,2,10.81162656,Gammarus roeselii,GR,100.8
O3_10_3_2014_OV,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10,3,2014,69,early,1,11.02946866,Orectochilus villosus,OV,2.285714
O3_10_3_2014_PO,O3_2014_3_10,KiO3/O3/Rodenbauch,O3,3,Grob,10,3,2014,69,early,1,11.02946866,Prodiamesa olivacea,PO,3.047619
O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,4.8
W1_10_3_2014_AF,W1_2014_3_10,KiW1/W1/Bulau,W1,4,grob,10,3,2014,69,early,1,11.30350443,Ancylus fluviatilis,AF,10.56
W1_10_6_2014_AF,W1_2014_6_10,KiW1/W1/Bulau,W1,4,grob,10,6,2014,161,late,2,12.42919707,Ancylus fluviatilis,AF,3.692308
W1_10_3_2014_AA,W1_2014_3_10,KiW1/W1/Bulau,W1,4,Grob,10,3,2014,69,early,1,11.30350443,Aphelocheirus aestivalis,AA,14.88
W1_10_6_2014_BR,W1_2014_6_10,KiW1/W1/Bulau,W1,4,grob,10,6,2014,161,late,2,12.42919707,Baetis rhodani,BR,0.8
W1_10_3_2014_ET,W1_2014_3_10,KiW1/W1/Bulau,W1,4,grob,10,3,2014,69,early,1,11.30350443,Eiseniella tetraedra,ET,0.96
W1_10_3_2014_ED,W1_2014_3_10,KiW1/W1/Bulau,W1,4,Grob,10,3,2014,69,early,1,11.30350443,Ephemera danica,ED,20.48
W1_10_6_2014_ED,W1_2014_6_10,KiW1/W1/Bulau,W1,4,Grob,10,6,2014,161,late,2,12.42919707,Ephemera danica,ED,71.26154
W1_10_6_2014_ED,W1_2014_6_10,KiW1/W1/Bulau,W1,4,Einzelexemplare,10,6,2014,161,late,2,12.42919707,Ephemera danica,ED,71.26154
W1_10_3_2014_GR,W1_2014_3_10,KiW1/W1/Bulau,W1,4,grob,10,3,2014,69,early,1,11.30350443,Gammarus roeselii,GR,20.16
W1_10_6_2014_GR,W1_2014_6_10,KiW1/W1/Bulau,W1,4,grob,10,6,2014,161,late,2,12.42919707,Gammarus roeselii,GR,27.69231
W1_10_3_2014_PO,W1_2014_3_10,KiW1/W1/Bulau,W1,4,Grob,10,3,2014,69,early,1,11.30350443,Prodiamesa olivacea,PO,37.44
W1_10_6_2014_PO,W1_2014_6_10,KiW1/W1/Bulau,W1,4,Grob,10,6,2014,161,late,2,12.42919707,Prodiamesa olivacea,PO,3.692308
Auba_16_6_2015_BR,Auba_2015_6_16,Aubach oh.Wiesthal,Auba,1,grob,16,6,2015,167,late,2,9.98543913,Baetis rhodani,BR,4.8
Auba_10_3_2015_ET,Auba_2015_3_10,Aubach,Auba,1,grob,10,3,2015,69,early,1,9.396444518,Eiseniella tetraedra,ET,1.92
Auba_10_3_2015_ED,Auba_2015_3_10,Aubach,Auba,1,Einzelexemplare,10,3,2015,69,early,1,9.396444518,Ephemera danica,ED,15.84
Auba_10_3_2015_ED,Auba_2015_3_10,Aubach,Auba,1,Grob,10,3,2015,69,early,1,9.396444518,Ephemera danica,ED,15.84
Auba_16_6_2015_ED,Auba_2015_6_16,Aubach,Auba,1,Einzelexemplare,16,6,2015,167,late,2,9.98543913,Ephemera danica,ED,34.4
Auba_16_6_2015_ED,Auba_2015_6_16,Aubach,Auba,1,Grob,16,6,2015,167,late,2,9.98543913,Ephemera danica,ED,34.4
Auba_10_3_2015_HS,Auba_2015_3_10,Aubach,Auba,1,Grob,10,3,2015,69,early,1,9.396444518,Hydropsyche siltalai,HS,7.52
Auba_16_6_2015_HS,Auba_2015_6_16,Aubach,Auba,1,Grob,16,6,2015,167,late,2,9.98543913,Hydropsyche siltalai,HS,20.8
Auba_16_6_2015_HS,Auba_2015_6_16,Aubach,Auba,1,Einzelexemplare,16,6,2015,167,late,2,9.98543913,Hydropsyche siltalai,HS,20.8
Auba_10_3_2015_OV,Auba_2015_3_10,Aubach oh Wiesenthal,Auba,1,grob,10,3,2015,69,early,1,9.396444518,Orectochilus villosus,OV,3.84
Auba_16_6_2015_PO,Auba_2015_6_16,Aubach,Auba,1,Grob,16,6,2015,167,late,2,9.98543913,Prodiamesa olivacea,PO,168
Bieb_25_3_2015_BR,Bieb_2015_3_25,Bieber,Bieb,2,grob,25,3,2015,84,early,1,NA,Baetis rhodani,BR,132.2286
Bieb_25_3_2015_BR,Bieb_2015_3_25,Bieber,Bieb,2,Einzelexemplar,25,3,2015,84,early,1,NA,Baetis rhodani,BR,132.2286
Bieb_16_6_2015_ET,Bieb_2015_6_16,Bieber,Bieb,2,Einzelexemplar,16,6,2015,167,late,2,10.40237364,Eiseniella tetraedra,ET,7.2
Bieb_16_6_2015_ET,Bieb_2015_6_16,Bieber,Bieb,2,grob,16,6,2015,167,late,2,10.40237364,Eiseniella tetraedra,ET,7.2
Bieb_25_3_2015_ET,Bieb_2015_3_25,Bieber,Bieb,2,Einzelexemplar,25,3,2015,84,early,1,NA,Eiseniella tetraedra,ET,0.8
Bieb_16_6_2015_ED,Bieb_2015_6_16,Bieber,Bieb,2,Einzelexemplare,16,6,2015,167,late,2,10.40237364,Ephemera danica,ED,14.4
Bieb_16_6_2015_ED,Bieb_2015_6_16,Bieber,Bieb,2,Grob,16,6,2015,167,late,2,10.40237364,Ephemera danica,ED,14.4
Bieb_25_3_2015_ED,Bieb_2015_3_25,Bieber,Bieb,2,Einzelexemplare,25,3,2015,84,early,1,NA,Ephemera danica,ED,18.74286
Bieb_25_3_2015_ED,Bieb_2015_3_25,Bieber,Bieb,2,Grob,25,3,2015,84,early,1,NA,Ephemera danica,ED,18.74286
Bieb_16_6_2015_HS,Bieb_2015_6_16,Bieber,Bieb,2,Grob,16,6,2015,167,late,2,10.40237364,Hydropsyche siltalai,HS,1.6
Bieb_25_3_2015_OV,Bieb_2015_3_25,Bieber,Bieb,2,Einzelexemplar,25,3,2015,84,early,1,NA,Orectochilus villosus,OV,8.457143
Bieb_25_3_2015_OV,Bieb_2015_3_25,Bieber,Bieb,2,Irll‰ufer,25,3,2015,84,early,1,NA,Orectochilus villosus,OV,8.457143
Bieb_25_3_2015_OV,Bieb_2015_3_25,Bieber,Bieb,2,grob,25,3,2015,84,early,1,NA,Orectochilus villosus,OV,8.457143
Bieb_16_6_2015_PO,Bieb_2015_6_16,Bieber,Bieb,2,Grob,16,6,2015,167,late,2,10.40237364,Prodiamesa olivacea,PO,16
Bieb_25_3_2015_PO,Bieb_2015_3_25,Bieber,Bieb,2,Grob,25,3,2015,84,early,1,NA,Prodiamesa olivacea,PO,6.857143
O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,30.4
O3_17_3_2015_AF,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17,3,2015,76,early,1,10.40082664,Ancylus fluviatilis,AF,5.647059
O3_1_7_2015_AA,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,Grob,1,7,2015,182,late,2,11.43368182,Aphelocheirus aestivalis,AA,2.4
O3_17_3_2015_AA,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,Grob,17,3,2015,76,early,1,10.40082664,Aphelocheirus aestivalis,AA,2.211765
O3_17_3_2015_BR,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17,3,2015,76,early,1,10.40082664,Baetis rhodani,BR,7.435294
O3_17_3_2015_ED,O3_2015_3_17,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,17,3,2015,76,early,1,10.40082664,Ephemera danica,ED,4.423529
O3_17_3_2015_ED,O3_2015_3_17,KiO3/O3/Rodenbauch,O3,3,Grob,17,3,2015,76,early,1,10.40082664,Ephemera danica,ED,4.423529
O3_1_7_2015_GR,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2015,182,late,2,11.43368182,Gammarus roeselii,GR,91.2
O3_17_3_2015_GR,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17,3,2015,76,early,1,10.40082664,Gammarus roeselii,GR,66.35294
O3_1_7_2015_PO,O3_2015_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,7,2015,182,late,2,11.43368182,Prodiamesa olivacea,PO,39.2
W1_17_3_2015_AF,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,12.51601374,Ancylus fluviatilis,AF,1.6
W1_12_7_2015_AA,W1_2015_7_12,KiW1/W1/Bulau,W1,4,Grob,12,7,2015,193,late,2,11.98040592,Aphelocheirus aestivalis,AA,NA
W1_17_3_2015_AA,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Grob,17,3,2015,76,early,1,12.51601374,Aphelocheirus aestivalis,AA,9.6
W1_2_7_2015_AA,W1_2015_7_2,KiW1/W1/Bulau,W1,4,Grob,2,7,2015,183,late,2,11.89020913,Aphelocheirus aestivalis,AA,31.42857
W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,5.6
W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplar,17,3,2015,76,early,1,12.51601374,Baetis rhodani,BR,5.6
W1_17_3_2015_ET,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,12.51601374,Eiseniella tetraedra,ET,1.6
W1_17_3_2015_ED,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplare,17,3,2015,76,early,1,12.51601374,Ephemera danica,ED,16.8
W1_17_3_2015_ED,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Grob,17,3,2015,76,early,1,12.51601374,Ephemera danica,ED,16.8
W1_2_7_2015_ED,W1_2015_7_2,KiW1/W1/Bulau,W1,4,Grob,2,7,2015,183,late,2,11.89020913,Ephemera danica,ED,29.6
W1_2_7_2015_ED,W1_2015_7_2,KiW1/W1/Bulau,W1,4,Einzelexemplare,2,7,2015,183,late,2,11.89020913,Ephemera danica,ED,29.6
W1_17_3_2015_GR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,12.51601374,Gammarus roeselii,GR,7.2
W1_2_7_2015_GR,W1_2015_7_2,KiW1/W1/Bulau,W1,4,grob,2,7,2015,183,late,2,11.89020913,Gammarus roeselii,GR,85.71429
Auba_11_4_2016_BR,Auba_2016_4_11,Aubach oh.Wiesthal,Auba,1,grob,11,4,2016,102,early,1,10.48670238,Baetis rhodani,BR,30.93333
Auba_21_6_2016_BR,Auba_2016_6_21,Aubach oh.Wiesthal,Auba,1,grob,21,6,2016,173,late,2,10.39995402,Baetis rhodani,BR,5.6
Auba_11_4_2016_ED,Auba_2016_4_11,Aubach,Auba,1,Einzelexemplare,11,4,2016,102,early,1,10.48670238,Ephemera danica,ED,27.46667
Auba_11_4_2016_ED,Auba_2016_4_11,Aubach,Auba,1,Grob,11,4,2016,102,early,1,10.48670238,Ephemera danica,ED,27.46667
Auba_21_6_2016_ED,Auba_2016_6_21,Aubach,Auba,1,Einzelexemplare,21,6,2016,173,late,2,10.39995402,Ephemera danica,ED,40
Auba_21_6_2016_ED,Auba_2016_6_21,Aubach,Auba,1,Grob,21,6,2016,173,late,2,10.39995402,Ephemera danica,ED,40
Auba_11_4_2016_HS,Auba_2016_4_11,Aubach,Auba,1,Grob,11,4,2016,102,early,1,10.48670238,Hydropsyche siltalai,HS,44.26667
Auba_11_4_2016_HS,Auba_2016_4_11,Aubach,Auba,1,Einzelexemplare,11,4,2016,102,early,1,10.48670238,Hydropsyche siltalai,HS,44.26667
Auba_21_6_2016_HS,Auba_2016_6_21,Aubach,Auba,1,Einzelexemplare,21,6,2016,173,late,2,10.39995402,Hydropsyche siltalai,HS,1.6
Auba_11_4_2016_OV,Auba_2016_4_11,Aubach oh Wiesenthal,Auba,1,grob,11,4,2016,102,early,1,10.48670238,Orectochilus villosus,OV,2.666667
Bieb_21_6_2016_AF,Bieb_2016_6_21,Bieber oh. Roﬂbach,Bieb,2,grob,21,6,2016,173,late,2,10.48123791,Ancylus fluviatilis,AF,3
Bieb_11_4_2016_BR,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,10.6375945,Baetis rhodani,BR,39.31429
Bieb_21_6_2016_BR,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,10.48123791,Baetis rhodani,BR,5.3
Bieb_11_4_2016_ET,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplar,11,4,2016,102,early,1,10.6375945,Eiseniella tetraedra,ET,14.51429
Bieb_11_4_2016_ET,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,10.6375945,Eiseniella tetraedra,ET,14.51429
Bieb_21_6_2016_ET,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,10.48123791,Eiseniella tetraedra,ET,3
Bieb_11_4_2016_ED,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,10.6375945,Ephemera danica,ED,38.51429
Bieb_11_4_2016_ED,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplare,11,4,2016,102,early,1,10.6375945,Ephemera danica,ED,38.51429
Bieb_21_6_2016_ED,Bieb_2016_6_21,Bieber,Bieb,2,Einzelexemplare,21,6,2016,173,late,2,10.48123791,Ephemera danica,ED,5.3
Bieb_21_6_2016_ED,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21,6,2016,173,late,2,10.48123791,Ephemera danica,ED,5.3
Bieb_11_4_2016_GR,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,10.6375945,Gammarus roeselii,GR,3.428571
Bieb_11_4_2016_HS,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplare,11,4,2016,102,early,1,10.6375945,Hydropsyche siltalai,HS,112.9143
Bieb_11_4_2016_HS,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,10.6375945,Hydropsyche siltalai,HS,112.9143
Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21,6,2016,173,late,2,10.48123791,Hydropsyche siltalai,HS,9.1
Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Einzelexemplare,21,6,2016,173,late,2,10.48123791,Hydropsyche siltalai,HS,9.1
