sample,site,yr,mo,day,DOY,taxa,ID_Art,Abundance_per_m2,spp_cm,spp_mm,b,a,log10(a),unit,dry_mass_original,dry_mass_mg,Yryly_Temp_old,Yryly_Temp
Bieb_2014_6_17,Bieb,2014,6,17,168,Heptageniidae Gen. sp.,5458,21,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,NA,10.9
Bieb_2007_3_22,Bieb,2007,3,22,81,Elmis aenea/maugetii/rietscheli/rioloides,20171,81.6,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,11.44166667
Bieb_2018_3_7,Bieb,2018,3,7,66,Dugesia gonocephala,5018,14.4,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,10.46529746,9.916666667
Bieb_2001_8_30,Bieb,2001,8,30,242,Leuctra sp.,5790,32.8,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,10.14166667
Bieb_2003_3_11,Bieb,2003,3,11,70,Orectochilus villosus,18613,32.91429,0.9375,9.375,2.586,0.0531,NA,mg,17.32256668,17.32256668,NA,9.658333333
Bieb_2012_6_21,Bieb,2012,6,21,173,Serratella ignita,5131,41.38182,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,9.939641775,9.816666667
Bieb_2002_6_12,Bieb,2002,6,12,163,Ephemera danica,5124,10.4,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,10
Bieb_2001_8_30,Bieb,2001,8,30,242,Perlodes microcephalus,6376,12,2.625,26.25,2.742,0.0196,NA,mg,152.5838726,152.5838726,NA,10.14166667
Bieb_2002_6_12,Bieb,2002,6,12,163,Anomalopterygella chauviniana,4327,33.6,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,10
Bieb_2004_4_5,Bieb,2004,4,5,96,Eloeophila sp.,9654,33.6,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,10.68333333
Bieb_2006_7_13,Bieb,2006,7,13,194,Baetis rhodani,4415,33.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.516666667
Bieb_2017_3_16,Bieb,2017,3,16,75,Silo pallipes,6834,33.6,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,9.507832251,10.10833333
Bieb_2002_6_12,Bieb,2002,6,12,163,Hydropsyche siltalai,5604,19.2,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10
Bieb_2008_4_24,Bieb,2008,4,24,115,Isoperla sp.,5673,24.19048,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,9.666666667
Bieb_2018_3_7,Bieb,2018,3,7,66,Leuctra sp.,5790,34.4,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.46529746,9.916666667
Bieb_2006_7_13,Bieb,2006,7,13,194,Gammarus fossarum,5288,14.4,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.516666667
Bieb_2010_3_16,Bieb,2010,3,16,75,Limnius sp.,18419,50.25259,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.75
Bieb_2004_4_5,Bieb,2004,4,5,96,Ephemerella mucronata,5135,44,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,10.68333333
Bieb_2007_7_12,Bieb,2007,7,12,193,Rhyacophila nubila,6772,17.6,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,11.54166667
Bieb_2009_4_8,Bieb,2009,4,8,98,Silo pallipes,6834,35.26531,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.7
Bieb_2016_4_11,Bieb,2016,4,11,102,Ecdyonurus venosus-Gr.,5059,22.17143,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.6375945,10.625
Bieb_2002_6_12,Bieb,2002,6,12,163,Chaetopteryx villosa ssp.,21248,16,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,NA,10
Bieb_2014_3_11,Bieb,2014,3,11,70,Dicranota sp.,4955,9,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,10.54166667
Bieb_2013_6_17,Bieb,2013,6,17,168,Serratella ignita,5131,45.52727,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,8.966666667
Bieb_2012_3_19,Bieb,2012,3,19,79,Gammarus sp.,5293,15.24706,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,10.10923887,10.21666667
Bieb_2010_3_16,Bieb,2010,3,16,75,Brachyptera risi,4487,26.16977,1.3125,13.125,2.655,0.0072,NA,mg,6.697090535,6.697090535,NA,9.75
Bieb_2012_3_19,Bieb,2012,3,19,79,Heptageniidae Gen. sp.,5458,23.71765,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,10.10923887,10.21666667
Bieb_2004_7_9,Bieb,2004,7,9,191,Elmis aenea/maugetii/rietscheli/rioloides,20171,92,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,9.833333333
Bieb_2013_3_19,Bieb,2013,3,19,78,Silo pallipes,6834,36.8,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.191666667
Bieb_2014_3_11,Bieb,2014,3,11,70,Lepidostoma basale,5713,36.8,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,NA,10.54166667
Bieb_2013_3_19,Bieb,2013,3,19,78,Brachyptera risi,4487,26.4,1.3125,13.125,2.655,0.0072,NA,mg,6.697090535,6.697090535,NA,9.191666667
Bieb_2013_3_19,Bieb,2013,3,19,78,Brachyptera sp.,4489,26.4,1.3125,13.125,2.655,0.0072,NA,mg,6.697090535,6.697090535,NA,9.191666667
Bieb_2010_3_16,Bieb,2010,3,16,75,Gammarus fossarum,5288,15.40373,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.75
Bieb_2016_6_21,Bieb,2016,6,21,173,Leuctra sp.,5790,37.5,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.48123791,10.69166667
Bieb_2006_7_13,Bieb,2006,7,13,194,Limnius sp.,18419,54,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.516666667
Bieb_2014_3_11,Bieb,2014,3,11,70,Isoperla sp.,5673,27,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,10.54166667
Bieb_2017_6_12,Bieb,2017,6,12,163,Ephemera danica,5124,11.88571,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,9.597170391,10.28333333
Bieb_2011_3_24,Bieb,2011,3,24,83,Rhithrogena sp.,6747,27.2,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.141666667
Bieb_2009_4_8,Bieb,2009,4,8,98,Isoperla sp.,5673,27.31973,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,9.7
Bieb_2015_3_25,Bieb,2015,3,25,84,Isoperla sp.,5673,27.42857,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,10.35
Bieb_2001_6_22,Bieb,2001,6,22,173,Gammarus sp.,5293,16,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.7
Bieb_2014_6_17,Bieb,2014,6,17,168,Ephemera danica,5124,12,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,10.9
Bieb_2017_3_16,Bieb,2017,3,16,75,Esolus parallelepipedus,17820,96,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,9.507832251,10.10833333
Bieb_2018_6_15,Bieb,2018,6,15,166,Eiseniella tetraedra,5075,6.133333,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.61800637,10.49166667
Bieb_2016_4_11,Bieb,2016,4,11,102,Baetis rhodani,4415,39.31429,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.6375945,10.625
Bieb_2019_7_5,Bieb,2019,7,5,186,Caenis sp.,4528,62.4,0.6,6,2.772,0.0054,NA,mg,0.775227242,0.775227242,10.3264125,11.075
Bieb_2001_6_22,Bieb,2001,6,22,173,Rhithrogena semicolorata-Gr.,6745,28.8,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.7
Bieb_2003_3_11,Bieb,2003,3,11,70,Isoperla sp.,5673,28.8,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,9.658333333
Bieb_2004_4_5,Bieb,2004,4,5,96,Rhithrogena semicolorata-Gr.,6745,28.8,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,10.68333333
Bieb_2010_6_29,Bieb,2010,6,29,180,Gammarus sp.,5293,16.8,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.35
Bieb_2015_3_25,Bieb,2015,3,25,84,Limnius sp.,18419,58.28571,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,10.35
Bieb_2001_4_26,Bieb,2001,4,26,116,Anomalopterygella chauviniana,4327,40.8,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,9.933333333
Bieb_2010_3_16,Bieb,2010,3,16,75,Halesus digitatus/radiatus/tesselatus,13125,13.11801,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,NA,9.75
Bieb_2019_4_2,Bieb,2019,4,2,92,Gammarus fossarum,5288,17.6,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,10.57369595,11.53333333
Bieb_2015_3_25,Bieb,2015,3,25,84,Heptageniidae Gen. sp.,5458,27.42857,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,NA,10.35
Bieb_2010_6_29,Bieb,2010,6,29,180,Serratella ignita,5131,55.2,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.35
Bieb_2006_7_13,Bieb,2006,7,13,194,Rhyacophila nubila,6772,22.4,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.516666667
Bieb_2013_3_19,Bieb,2013,3,19,78,Gammarus fossarum,5288,19.2,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.191666667
Bieb_2015_6_16,Bieb,2015,6,16,167,Ephemera danica,5124,14.4,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.40237364,10.20833333
Bieb_2015_6_16,Bieb,2015,6,16,167,Eiseniella tetraedra,5075,7.2,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.40237364,10.20833333
Bieb_2017_3_16,Bieb,2017,3,16,75,Sericostoma flavicorne/personatum,9747,28.8,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,9.507832251,10.10833333
Bieb_2019_4_2,Bieb,2019,4,2,92,Eiseniella tetraedra,5075,7.2,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.57369595,11.53333333
Bieb_2009_4_8,Bieb,2009,4,8,98,Dicranota sp.,4955,11.7551,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.7
Bieb_2002_6_12,Bieb,2002,6,12,163,Rhithrogena semicolorata-Gr.,6745,33.6,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,10
Bieb_2006_4_10,Bieb,2006,4,10,100,Isoperla sp.,5673,33.6,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,9.175
Bieb_2001_8_30,Bieb,2001,8,30,242,Ecdyonurus sp.,5053,29.6,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,10.14166667
Bieb_2008_4_24,Bieb,2008,4,24,115,Hydropsyche siltalai,5604,27.04762,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.666666667
Bieb_2001_4_26,Bieb,2001,4,26,116,Gammarus sp.,5293,20,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.933333333
Bieb_2001_4_26,Bieb,2001,4,26,116,Dicranota sp.,4955,12,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.933333333
Bieb_2001_6_22,Bieb,2001,6,22,173,Rhyacophila nubila,6772,24,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.7
Bieb_2006_7_13,Bieb,2006,7,13,194,Anomalopterygella chauviniana,4327,48,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,9.516666667
Bieb_2007_3_22,Bieb,2007,3,22,81,Rhyacophila nubila,6772,24,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,11.44166667
Bieb_2014_6_17,Bieb,2014,6,17,168,Dicranota sp.,4955,12,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,10.9
Bieb_2017_3_16,Bieb,2017,3,16,75,Elmis aenea/maugetii/rietscheli/rioloides,20171,120,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,9.507832251,10.10833333
Bieb_2019_7_5,Bieb,2019,7,5,186,Cordulegaster boltonii,4740,9.6,4.8,48,2.782,0.0067,NA,mg,318.6309255,318.6309255,10.3264125,11.075
Bieb_2017_3_16,Bieb,2017,3,16,75,Rhyacophila nubila,6772,24.8,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,9.507832251,10.10833333
Bieb_2013_6_17,Bieb,2013,6,17,168,Gammarus fossarum,5288,20.72727,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,8.966666667
Bieb_2011_7_25,Bieb,2011,7,25,206,Limnius sp.,18419,71.24211,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.316666667
Bieb_2002_6_12,Bieb,2002,6,12,163,Gammarus fossarum,5288,20.8,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,10
Bieb_2011_7_25,Bieb,2011,7,25,206,Leuctra sp.,5790,50.02105,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.316666667
Bieb_2003_7_14,Bieb,2003,7,14,195,Hydropsyche siltalai,5604,28.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.20833333
Bieb_2013_3_19,Bieb,2013,3,19,78,Hydropsyche siltalai,5604,28.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.191666667
Bieb_2018_3_7,Bieb,2018,3,7,66,Hydropsyche sp.,5605,28.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.46529746,9.916666667
Bieb_2015_6_16,Bieb,2015,6,16,167,Dicranota sp.,4955,12.8,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,10.40237364,10.20833333
Bieb_2019_4_2,Bieb,2019,4,2,92,Dicranota sp.,4955,12.8,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,10.57369595,11.53333333
Bieb_2010_3_16,Bieb,2010,3,16,75,Gammarus sp.,5293,21.36646,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.75
Bieb_2017_6_12,Bieb,2017,6,12,163,Rhithrogena semicolorata-Gr.,6745,36.68571,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,9.597170391,10.28333333
Bieb_2010_6_29,Bieb,2010,6,29,180,Limnius sp.,18419,74.4,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.35
Bieb_2012_3_19,Bieb,2012,3,19,79,Brachyptera risi,4487,37.27059,1.3125,13.125,2.655,0.0072,NA,mg,6.697090535,6.697090535,10.10923887,10.21666667
Bieb_2008_4_24,Bieb,2008,4,24,115,Rhyacophila nubila,6772,26.28571,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.666666667
Bieb_2014_6_17,Bieb,2014,6,17,168,Baetis sp.,4419,52.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.9
Bieb_2003_3_11,Bieb,2003,3,11,70,Ecdyonurus venosus-Gr.,5059,32.91429,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,9.658333333
Bieb_2001_6_22,Bieb,2001,6,22,173,Baetis sp.,4419,52.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.7
Bieb_2007_3_22,Bieb,2007,3,22,81,Orectochilus villosus,18613,52.8,0.9375,9.375,2.586,0.0531,NA,mg,17.32256668,17.32256668,NA,11.44166667
Bieb_2008_4_24,Bieb,2008,4,24,115,Dicranota sp.,4955,13.33333,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.666666667
Bieb_2017_3_16,Bieb,2017,3,16,75,Lepidostoma basale,5713,53.6,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,9.507832251,10.10833333
Bieb_2007_3_22,Bieb,2007,3,22,81,Rhithrogena sp.,6747,38.4,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,11.44166667
Bieb_2007_3_22,Bieb,2007,3,22,81,Sericostoma flavicorne/personatum,9747,33.6,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,11.44166667
Bieb_2003_3_11,Bieb,2003,3,11,70,Epeorus assimilis,12550,33.71429,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,9.658333333
Bieb_2012_3_19,Bieb,2012,3,19,79,Anomalopterygella chauviniana,4327,54.21176,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,10.10923887,10.21666667
Bieb_2007_3_22,Bieb,2007,3,22,81,Dugesia gonocephala,5018,24,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,NA,11.44166667
Bieb_2017_6_12,Bieb,2017,6,12,163,Dicranota sp.,4955,13.71429,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.597170391,10.28333333
Bieb_2014_3_11,Bieb,2014,3,11,70,Ecdyonurus venosus-Gr.,5059,34.6,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,10.54166667
Bieb_2006_4_10,Bieb,2006,4,10,100,Perlodes microcephalus,6376,20,2.625,26.25,2.742,0.0196,NA,mg,152.5838726,152.5838726,NA,9.175
Bieb_2013_3_19,Bieb,2013,3,19,78,Baetis rhodani,4415,56,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.191666667
Bieb_2018_6_15,Bieb,2018,6,15,166,Serratella ignita,5131,70.13333,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.61800637,10.49166667
Bieb_2013_6_17,Bieb,2013,6,17,168,Rhyacophila nubila,6772,28.07273,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,8.966666667
Bieb_2003_3_11,Bieb,2003,3,11,70,Silo pallipes,6834,56.22857,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.658333333
Bieb_2003_3_11,Bieb,2003,3,11,70,Rhyacophila nubila,6772,28.8,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.658333333
Bieb_2006_7_13,Bieb,2006,7,13,194,Leuctra sp.,5790,57.6,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.516666667
Bieb_2019_7_5,Bieb,2019,7,5,186,Leuctra sp.,5790,57.6,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.3264125,11.075
Bieb_2017_6_12,Bieb,2017,6,12,163,Eiseniella tetraedra,5075,9.028571,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,9.597170391,10.28333333
Bieb_2018_6_15,Bieb,2018,6,15,166,Baetis rhodani,4415,58.66667,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.61800637,10.49166667
Bieb_2019_4_2,Bieb,2019,4,2,92,Limnius sp.,18419,84,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.57369595,11.53333333
Bieb_2017_6_12,Bieb,2017,6,12,163,Serratella ignita,5131,74.4,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,9.597170391,10.28333333
Bieb_2012_3_19,Bieb,2012,3,19,79,Ephemera danica,5124,18.63529,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.10923887,10.21666667
Bieb_2015_3_25,Bieb,2015,3,25,84,Ephemera danica,5124,18.74286,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,10.35
Bieb_2017_6_12,Bieb,2017,6,12,163,Halesus digitatus/radiatus/tesselatus,13125,18.74286,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,9.597170391,10.28333333
Bieb_2001_6_22,Bieb,2001,6,22,173,Baetis rhodani,4415,60.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.7
Bieb_2012_3_19,Bieb,2012,3,19,79,Rhithrogena sp.,6747,44.04706,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,10.10923887,10.21666667
Bieb_2011_7_25,Bieb,2011,7,25,206,Gammarus fossarum,5288,25.76842,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.316666667
Bieb_2019_4_2,Bieb,2019,4,2,92,Hydropsyche siltalai,5604,35.2,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.57369595,11.53333333
Bieb_2007_3_22,Bieb,2007,3,22,81,Anomalopterygella chauviniana,4327,62.4,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,11.44166667
Bieb_2009_4_8,Bieb,2009,4,8,98,Haplotaxis gordioides,5401,5.877551,10,100,1.54,0.005888437,-2.23,mg,7.079457844,7.079457844,NA,9.7
Bieb_2019_4_2,Bieb,2019,4,2,92,Ecdyonurus venosus-Gr.,5059,39.2,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.57369595,11.53333333
Bieb_2013_6_17,Bieb,2013,6,17,168,Gammarus sp.,5293,26.18182,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,8.966666667
Bieb_2016_6_21,Bieb,2016,6,21,173,Serratella ignita,5131,79.6,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.48123791,10.69166667
Bieb_2012_6_21,Bieb,2012,6,21,173,Leuctra sp.,5790,64.94545,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,9.939641775,9.816666667
Bieb_2003_3_11,Bieb,2003,3,11,70,Baetis sp.,4419,65.82857,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.658333333
Bieb_2010_3_16,Bieb,2010,3,16,75,Rhithrogena semicolorata-Gr.,6745,47.50311,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.75
Bieb_2016_4_11,Bieb,2016,4,11,102,Gammarus fossarum,5288,28.22857,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,10.6375945,10.625
Bieb_2019_7_5,Bieb,2019,7,5,186,Rhyacophila nubila,6772,34.4,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,10.3264125,11.075
Bieb_2006_7_13,Bieb,2006,7,13,194,Gammarus sp.,5293,28.8,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.516666667
Bieb_2003_3_11,Bieb,2003,3,11,70,Rhithrogena semicolorata-Gr.,6745,49.37143,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.658333333
Bieb_2019_7_5,Bieb,2019,7,5,186,Serratella ignita,5131,88,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.3264125,11.075
Bieb_2007_3_22,Bieb,2007,3,22,81,Ecdyonurus venosus-Gr.,5059,44.8,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,11.44166667
Bieb_2018_3_7,Bieb,2018,3,7,66,Ecdyonurus venosus-Gr.,5059,44.8,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.46529746,9.916666667
Bieb_2007_7_12,Bieb,2007,7,12,193,Limnius sp.,18419,102.4,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,11.54166667
Bieb_2006_4_10,Bieb,2006,4,10,100,Silo pallipes,6834,72,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.175
Bieb_2010_3_16,Bieb,2010,3,16,75,Hydropsyche siltalai,5604,41.04348,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.75
Bieb_2012_6_21,Bieb,2012,6,21,173,Dicranota sp.,4955,18.32727,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.939641775,9.816666667
Bieb_2010_3_16,Bieb,2010,3,16,75,Baetis rhodani,4415,73.34161,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.75
Bieb_2019_7_5,Bieb,2019,7,5,186,Elmis aenea/maugetii/rietscheli/rioloides,20171,184,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,10.3264125,11.075
Bieb_2011_7_25,Bieb,2011,7,25,206,Rhyacophila nubila,6772,37.26316,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.316666667
Bieb_2013_6_17,Bieb,2013,6,17,168,Limnius sp.,18419,109.0909,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,8.966666667
Bieb_2006_4_10,Bieb,2006,4,10,100,Ephemerella mucronata,5135,96,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.175
Bieb_2001_8_30,Bieb,2001,8,30,242,Baetis rhodani,4415,78.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.14166667
Bieb_2016_6_21,Bieb,2016,6,21,173,Anomalopterygella chauviniana,4327,78.9,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,10.48123791,10.69166667
Bieb_2006_7_13,Bieb,2006,7,13,194,Serratella ignita,5131,99.2,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.516666667
Bieb_2008_4_24,Bieb,2008,4,24,115,Baetis rhodani,4415,79.80952,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.666666667
Bieb_2010_6_29,Bieb,2010,6,29,180,Leuctra sp.,5790,80,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.35
Bieb_2001_6_22,Bieb,2001,6,22,173,Limnius sp.,18419,115.2,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.7
Bieb_2018_3_7,Bieb,2018,3,7,66,Limnius sp.,18419,115.2,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.46529746,9.916666667
Bieb_2012_3_19,Bieb,2012,3,19,79,Gammarus fossarum,5288,33.88235,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,10.10923887,10.21666667
Bieb_2007_3_22,Bieb,2007,3,22,81,Silo pallipes,6834,81.6,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,11.44166667
Bieb_2017_3_16,Bieb,2017,3,16,75,Heptageniidae Gen. sp.,5458,52.8,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,9.507832251,10.10833333
Bieb_2017_6_12,Bieb,2017,6,12,163,Anomalopterygella chauviniana,4327,82.28571,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,9.597170391,10.28333333
